订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额
D23834,2019-02-05,S12814,南区,广东,梅州市,X016,651.0,99.0,64449.0
D26988,2019-04-10,S12270,东区,江苏,淮安市,X035,1712.0,76.0,130112.0
D24235,2019-08-31,S20853,东区,江苏,泰州市,X013,454.0,164.0,74456.0
D24711,2019-07-15,S13643,南区,福建,南平市,X008,1279.0,119.0,152201.0
D22097,2019-06-03,S17028,南区,湖南,株洲市,X034,1201.0,182.0,218582.0
D21945,2019-08-03,S16170,南区,福建,泉州市,X037,1051.0,195.0,204945.0
D26773,2019-07-26,S15803,西区,贵州,黔东南州,X075,326.0,126.0,41076.0
D30277,2019-07-07,S13298,东区,安徽,安庆市,X074,805.0,87.0,70035.0
D25809,2019-07-14,S13102,西区,云南,丽江市,X054,341.0,83.0,28303.0
D22771,2019-01-05,S22121,南区,广东,珠海市,X014,1103.0,86.0,94858.0
D27197,2019-06-23,S22090,北区,山东,潍坊市,X041,819.0,212.0,173628.0
D28632,2019-07-05,S11546,东区,江苏,泰州市,X018,981.0,212.0,207972.0
D24132,2019-01-21,S18395,西区,陕西,西安市,X027,175.0,164.0,28700.0
D27840,2019-05-12,S10990,北区,山西,太原市,X080,734.0,72.0,52848.0
D28893,2019-02-20,S15501,东区,安徽,亳州市,X029,691.0,154.0,106414.0
D23534,2019-06-01,S22259,西区,贵州,铜仁市,X016,793.0,99.0,78507.0
D30962,2019-02-03,S14422,北区,北京市,北京市,X015,60.0,151.0,9060.0
D28602,2019-02-11,S18606,南区,江西,上饶市,X072,233.0,62.0,14446.0
D25712,2019-08-28,S13266,东区,安徽,蚌埠市,X007,528.0,213.0,112464.0
D30876,2019-09-20,S15320,南区,湖南,永州市,X027,1239.0,164.0,203196.0
D21519,2019-05-31,S13654,东区,浙江,宁波市,X009,1291.0,92.0,118772.0
D26848,2019-06-03,S11957,北区,山西,忻州市,X034,800.0,182.0,145600.0
D29808,2019-02-01,S20995,南区,广西,梧州市,X036,1431.0,99.0,141669.0
D21254,2019-06-21,S19350,南区,福建,泉州市,X098,533.0,56.0,29848.0
D21385,2019-08-08,S13157,西区,云南,德宏傣族景颇族自治州,X013,501.0,164.0,82164.0
D22512,2019-02-13,S13234,东区,安徽,铜陵市,X104,836.0,185.0,154660.0
D27594,2019-01-23,S21846,北区,辽宁,丹东市,X007,1166.0,213.0,248358.0
D24906,2019-06-17,S21395,北区,河北,邯郸市,X007,482.0,213.0,102666.0
D27760,2019-07-20,S10902,北区,吉林,延边朝鲜族自治州,X025,1113.0,102.0,113526.0
D21359,2019-04-26,S19577,北区,山东,青岛市,X051,813.0,203.0,165039.0
D33047,2019-07-01,S11874,南区,广东,深圳市,X065,582.0,140.0,81480.0
D32947,2019-07-11,S12331,北区,山东,潍坊市,X015,1540.0,151.0,232540.0
D28589,2019-04-27,S21514,南区,广东,深圳市,X089,1177.0,104.0,122408.0
D28130,2019-06-24,S17720,东区,湖北,黄冈市,X056,1340.0,233.0,312220.0
D22354,2019-09-24,S20083,东区,安徽,宿州市,X091,50.0,214.0,10700.0
D24036,2019-08-24,S17236,东区,上海市,上海市,X054,1114.0,83.0,92462.0
D21801,2019-06-15,S18179,西区,重庆市,重庆市,X055,945.0,222.0,209790.0
D30586,2019-04-09,S11368,东区,浙江,杭州市,X065,987.0,140.0,138180.0
D27368,2019-08-04,S16312,东区,浙江,台州市,X040,501.0,142.0,71142.0
D32234,2019-06-08,S16365,南区,广东,湛江市,X057,1209.0,245.0,296205.0
D23652,2019-04-25,S17686,北区,河南,安阳市,X016,563.0,99.0,55737.0
D22167,2019-05-19,S20751,西区,甘肃,白银市,X070,742.0,242.0,179564.0
D28395,2019-07-30,S20101,北区,山东,淄博市,X098,411.0,56.0,23016.0
D22847,2019-02-23,S13981,南区,江西,吉安市,X016,793.0,99.0,78507.0
D29325,2019-01-25,S14231,北区,辽宁,大连市,X046,1976.0,241.0,476216.0
D29735,2019-04-11,S20229,南区,广东,深圳市,X089,1441.0,104.0,149864.0
D28338,2019-07-21,S22973,北区,山东,威海市,X025,1365.0,102.0,139230.0
D23738,2019-05-18,S20747,东区,浙江,宁波市,X037,11.0,195.0,2145.0
D24616,2019-05-15,S11401,南区,湖南,怀化市,X041,142.0,212.0,30104.0
D28807,2019-04-22,S11051,东区,浙江,杭州市,X018,902.0,212.0,191224.0
D26548,2019-09-13,S19916,北区,辽宁,盘锦市,X021,876.0,59.0,51684.0
D23072,2019-02-23,S18571,东区,浙江,杭州市,X056,113.0,233.0,26329.0
D26942,2019-06-15,S13701,北区,山东,潍坊市,X002,1055.0,141.0,148755.0
D27381,2019-04-19,S17631,南区,湖南,常德市,X051,781.0,203.0,158543.0
D33184,2019-08-17,S11412,北区,吉林,长春市,X037,917.0,195.0,178815.0
D24816,2019-04-05,S22793,南区,广东,深圳市,X023,1144.0,235.0,268840.0
D22677,2019-08-10,S19350,南区,福建,泉州市,X049,618.0,226.0,139668.0
D22866,2019-04-10,S10859,东区,江苏,南通市,X016,554.0,99.0,54846.0
D33243,2019-04-05,S10529,北区,河南,南阳市,X047,733.0,192.0,140736.0
D21229,2019-02-21,S13900,北区,山东,潍坊市,X073,1787.0,209.0,373483.0
D33915,2019-05-31,S14741,北区,黑龙江,双鸭山市,X045,1009.0,205.0,206845.0
D21261,2019-06-02,S12871,东区,安徽,安庆市,X026,1448.0,101.0,146248.0
D29294,2019-02-08,S13839,东区,江苏,常州市,X014,555.0,86.0,47730.0
D24208,2019-06-18,S23313,西区,四川,南充市,X069,1335.0,251.0,335085.0
D24208,2019-06-18,S23313,西区,四川,南充市,X067,2024.0,212.0,429088.0
D31837,2019-04-10,S12103,东区,江苏,扬州市,X079,447.0,128.0,57216.0
D24488,2019-08-06,S19657,北区,河北,邯郸市,X042,1578.0,159.0,250902.0
D23216,2019-07-20,S11995,东区,江苏,苏州市,X070,636.0,242.0,153912.0
D28533,2019-08-29,S21647,南区,广东,湛江市,X019,1206.0,210.0,253260.0
D21739,2019-06-06,S17140,西区,四川,内江市,X110,1482.0,204.0,302328.0
D22590,2019-08-04,S18224,南区,广东,深圳市,X010,1078.0,58.0,62524.0
D21924,2019-07-09,S18429,北区,山西,长治市,X097,420.0,56.0,23520.0
D33042,2019-08-18,S22631,东区,江苏,淮安市,X001,1311.0,121.0,158631.0
D29599,2019-07-28,S21747,南区,广东,深圳市,X055,324.0,222.0,71928.0
D25006,2019-07-16,S17255,西区,四川,成都市,X034,965.0,182.0,175630.0
D25504,2019-04-07,S12106,南区,湖南,怀化市,X073,539.0,209.0,112651.0
D26686,2019-08-23,S17181,南区,江西,宜春市,X072,521.0,62.0,32302.0
D22621,2019-09-03,S22796,东区,浙江,台州市,X016,171.0,99.0,16929.0
D23471,2019-06-05,S13102,西区,云南,丽江市,X079,228.0,128.0,29184.0
D22510,2019-08-04,S10136,南区,广东,东莞市,X010,870.0,58.0,50460.0
D31845,2019-05-19,S10606,西区,四川,绵阳市,X059,1167.0,56.0,65352.0
D23711,2019-08-04,S20596,东区,江苏,苏州市,X007,867.0,213.0,184671.0
D29502,2019-06-02,S22090,北区,山东,潍坊市,X085,553.0,233.0,128849.0
D24392,2019-08-04,S16856,南区,广东,梅州市,X042,403.0,159.0,64077.0
D21118,2019-05-16,S10430,北区,河北,保定市,X022,1353.0,158.0,213774.0
D31900,2019-09-27,S19682,东区,江苏,盐城市,X011,1064.0,226.0,240464.0
D23884,2019-08-01,S17651,南区,广东,佛山市,X089,1901.0,104.0,197704.0
D23137,2019-09-06,S10158,东区,江苏,徐州市,X021,1055.0,59.0,62245.0
D33586,2019-08-01,S20629,西区,云南,大理白族自治州,X027,1406.0,164.0,230584.0
D29536,2019-09-24,S12832,东区,江苏,无锡市,X109,495.0,180.0,89100.0
D21133,2019-04-01,S16669,东区,上海市,上海市,X096,551.0,222.0,122322.0
D26933,2019-09-23,S20614,南区,广西,来宾市,X091,1092.0,214.0,233688.0
D22246,2019-04-27,S19969,北区,北京市,北京市,X030,425.0,237.0,100725.0
D25215,2019-01-13,S21043,北区,天津市,天津市,X049,55.0,226.0,12430.0
D32489,2019-06-09,S13642,西区,甘肃,平凉市,X031,514.0,86.0,44204.0
D25438,2019-02-18,S18552,东区,江苏,苏州市,X062,149.0,239.0,35611.0
D30024,2019-07-31,S22695,南区,湖南,常德市,X044,1101.0,174.0,191574.0
D28269,2019-02-07,S19851,西区,四川,自贡市,X035,480.0,76.0,36480.0
D23293,2019-02-12,S14525,东区,安徽,黄山市,X064,843.0,150.0,126450.0
D33181,2019-04-21,S12220,东区,湖北,荆门市,X085,847.0,233.0,197351.0
D25180,2019-05-29,S15535,东区,江苏,南京市,X050,634.0,143.0,90662.0
D23521,2019-08-30,S17327,东区,江苏,常州市,X051,1298.0,203.0,263494.0
D21254,2019-06-21,S19350,南区,福建,泉州市,X029,1185.0,154.0,182490.0
D32054,2019-04-02,S18674,南区,广东,深圳市,X044,1722.0,174.0,299628.0
D21660,2019-08-11,S14313,北区,河南,漯河市,X022,713.0,158.0,112654.0
D26608,2019-08-20,S14213,南区,广东,广州市,X090,78.0,197.0,15366.0
D28754,2019-09-09,S18810,北区,黑龙江,齐齐哈尔市,X044,724.0,174.0,125976.0
D26029,2019-06-10,S13200,南区,广西,南宁市,X045,1445.0,205.0,296225.0
D21403,2019-01-27,S10860,南区,福建,泉州市,X036,1325.0,99.0,131175.0
D27660,2019-04-18,S22930,南区,湖南,长沙市,X016,501.0,99.0,49599.0
D21896,2019-07-12,S19956,东区,浙江,绍兴市,X070,364.0,242.0,88088.0
D23164,2019-07-22,S22660,西区,重庆市,重庆市,X067,1103.0,212.0,233836.0
D23954,2019-01-29,S22121,南区,广东,珠海市,X025,339.0,102.0,34578.0
D23808,2019-08-04,S16149,东区,浙江,温州市,X003,84.0,168.0,14112.0
D32564,2019-01-16,S20236,北区,吉林,长春市,X091,246.0,214.0,52644.0
D26534,2019-07-11,S19533,东区,湖北,荆门市,X030,650.0,237.0,154050.0
D32871,2019-09-18,S22072,南区,广东,肇庆市,X009,1568.0,92.0,144256.0
D28228,2019-08-04,S21996,北区,河南,三门峡市,X080,720.0,72.0,51840.0
D27815,2019-02-17,S12374,东区,浙江,温州市,X043,1097.0,186.0,204042.0
D23351,2019-09-21,S12719,南区,广东,广州市,X055,363.0,222.0,80586.0
D31953,2019-07-31,S12239,东区,江苏,南通市,X013,272.0,164.0,44608.0
D24272,2019-09-19,S13716,东区,江苏,淮安市,X029,245.0,154.0,37730.0
D24005,2019-06-13,S19517,南区,广西,柳州市,X037,516.0,195.0,100620.0
D25148,2019-08-04,S17028,南区,湖南,株洲市,X080,1195.0,72.0,86040.0
D32927,2019-05-28,S11671,北区,吉林,长春市,X046,1608.0,241.0,387528.0
D26078,2019-02-17,S19538,东区,江苏,南通市,X059,1193.0,56.0,66808.0
D32293,2019-06-29,S18776,西区,四川,成都市,X025,734.0,102.0,74868.0
D21590,2019-06-21,S16478,东区,上海市,上海市,X026,1876.0,101.0,189476.0
D29179,2019-08-04,S17973,西区,重庆市,重庆市,X034,1158.0,182.0,210756.0
D27431,2019-07-30,S21315,东区,上海市,上海市,X007,656.0,213.0,139728.0
D25160,2019-08-25,S20906,东区,江苏,扬州市,X050,168.0,143.0,24024.0
D30984,2019-08-20,S13033,东区,上海市,上海市,X080,875.0,72.0,63000.0
D31552,2019-04-14,S14137,东区,上海市,上海市,X045,1174.0,205.0,240670.0
D21696,2019-06-09,S13676,东区,浙江,杭州市,X018,1692.0,212.0,358704.0
D33008,2019-05-17,S20853,东区,江苏,泰州市,X001,1503.0,121.0,181863.0
D29687,2019-04-23,S23112,东区,江苏,苏州市,X091,1272.0,214.0,272208.0
D31653,2019-05-08,S14362,东区,江苏,苏州市,X046,1149.0,241.0,276909.0
D33140,2019-01-12,S20004,南区,福建,福州市,X075,644.0,126.0,81144.0
D29233,2019-06-15,S19824,南区,广东,惠州市,X025,632.0,102.0,64464.0
D24686,2019-08-13,S13571,北区,天津市,天津市,X091,915.0,214.0,195810.0
D23289,2019-05-20,S22121,南区,广东,珠海市,X025,878.0,102.0,89556.0
D22497,2019-08-21,S16510,南区,湖南,岳阳市,X020,171.0,100.0,17100.0
D26978,2019-09-07,S19012,南区,福建,福州市,X069,869.0,251.0,218119.0
D24296,2019-04-28,S16157,北区,山东,烟台市,X098,740.0,56.0,41440.0
D23555,2019-05-14,S10058,东区,江苏,常州市,X027,1073.0,164.0,175972.0
D24462,2019-07-27,S18569,东区,浙江,杭州市,X054,841.0,83.0,69803.0
D23046,2019-04-29,S20853,东区,江苏,泰州市,X047,1457.0,192.0,279744.0
D29559,2019-08-04,S22301,北区,黑龙江,哈尔滨市,X027,932.0,164.0,152848.0
D24205,2019-08-04,S16856,南区,广东,梅州市,X039,100.0,108.0,10800.0
D25152,2019-04-24,S21374,南区,广西,柳州市,X026,1829.0,101.0,184729.0
D26429,2019-06-25,S22161,东区,湖北,武汉市,X053,597.0,104.0,62088.0
D29679,2019-08-29,S19593,南区,广东,广州市,X002,953.0,141.0,134373.0
D32906,2019-07-17,S15935,东区,江苏,苏州市,X089,12.0,104.0,1248.0
D22355,2019-05-04,S14421,西区,重庆市,重庆市,X091,987.0,214.0,211218.0
D32015,2019-02-01,S13711,西区,四川,眉山市,X030,913.0,237.0,216381.0
D30920,2019-07-06,S17720,东区,湖北,黄冈市,X028,626.0,140.0,87640.0
D33838,2019-01-31,S14911,东区,江苏,泰州市,X015,1548.0,151.0,233748.0
D34303,2019-07-20,S21595,西区,四川,自贡市,X041,813.0,212.0,172356.0
D27405,2019-08-03,S13900,北区,山东,潍坊市,X080,1001.0,72.0,72072.0
D25204,2019-01-28,S16856,南区,广东,梅州市,X036,499.0,99.0,49401.0
D30827,2019-08-08,S22515,南区,福建,泉州市,X074,1148.0,87.0,99876.0
D32537,2019-08-19,S22640,西区,云南,昆明市,X020,1751.0,100.0,175100.0
D22159,2019-01-19,S22442,东区,江苏,南通市,X046,496.0,241.0,119536.0
D23307,2019-02-11,S22553,东区,上海市,上海市,X056,246.0,233.0,57318.0
D23682,2019-07-05,S11674,东区,江苏,扬州市,X008,1671.0,119.0,198849.0
D30673,2019-01-15,S20654,南区,广西,梧州市,X067,1106.0,212.0,234472.0
D32857,2019-04-30,S11063,东区,江苏,无锡市,X019,560.0,210.0,117600.0
D26150,2019-06-06,S10606,西区,四川,绵阳市,X007,12.0,213.0,2556.0
D22286,2019-05-12,S11834,东区,浙江,杭州市,X054,167.0,83.0,13861.0
D26291,2019-09-19,S15116,南区,广东,清远市,X017,975.0,213.0,207675.0
D25785,2019-08-27,S14421,西区,重庆市,重庆市,X056,372.0,233.0,86676.0
D23317,2019-04-28,S10286,南区,福建,莆田市,X080,771.0,72.0,55512.0
D27884,2019-02-05,S15407,南区,广东,深圳市,X056,1491.0,233.0,347403.0
D25626,2019-08-26,S12467,北区,黑龙江,哈尔滨市,X017,255.0,213.0,54315.0
D28185,2019-08-04,S10909,东区,浙江,温州市,X042,1485.0,159.0,236115.0
D26611,2019-08-04,S12804,北区,河北,沧州市,X061,628.0,203.0,127484.0
D30310,2019-04-25,S22272,北区,河南,商丘市,X009,839.0,92.0,77188.0
D29508,2019-06-14,S11074,东区,江苏,南京市,X047,429.0,192.0,82368.0
D22392,2019-07-15,S19395,东区,江苏,苏州市,X019,1349.0,210.0,283290.0
D27812,2019-08-29,S11368,东区,浙江,杭州市,X021,618.0,59.0,36462.0
D29455,2019-08-07,S11381,北区,辽宁,锦州市,X003,1440.0,168.0,241920.0
D22863,2019-06-21,S10510,南区,福建,泉州市,X005,522.0,185.0,96570.0
D32659,2019-08-04,S11080,北区,黑龙江,鸡西市,X077,493.0,247.0,121771.0
D24160,2019-02-25,S14823,东区,江苏,泰州市,X057,898.0,245.0,220010.0
D23585,2019-04-18,S18955,南区,广东,佛山市,X023,596.0,235.0,140060.0
D31563,2019-08-04,S22214,北区,黑龙江,佳木斯市,X025,816.0,102.0,83232.0
D22648,2019-04-24,S14137,东区,上海市,上海市,X102,1507.0,160.0,241120.0
D23356,2019-02-18,S10430,北区,河北,保定市,X003,1413.0,168.0,237384.0
D30245,2019-04-08,S19779,北区,辽宁,沈阳市,X014,735.0,86.0,63210.0
D32245,2019-07-12,S16748,南区,福建,漳州市,X029,917.0,154.0,141218.0
D33995,2019-09-08,S15317,南区,海南,海南省直辖,X091,806.0,214.0,172484.0
D24085,2019-08-30,S17575,东区,上海市,上海市,X005,682.0,185.0,126170.0
D24878,2019-08-04,S16775,西区,四川,绵阳市,X038,965.0,102.0,98430.0
D28663,2019-06-29,S20121,西区,重庆市,重庆市,X036,1232.0,99.0,121968.0
D24160,2019-02-25,S14823,东区,江苏,泰州市,X067,498.0,212.0,105576.0
D21421,2019-07-18,S17946,南区,广东,清远市,X064,1386.0,150.0,207900.0
D28915,2019-06-13,S16804,西区,四川,资阳市,X059,227.0,56.0,12712.0
D29647,2019-04-03,S20800,北区,山西,太原市,X057,1074.0,245.0,263130.0
D21269,2019-04-09,S10462,西区,新疆,新疆省直辖,X068,788.0,225.0,177300.0
D27815,2019-02-17,S12374,东区,浙江,温州市,X102,1380.0,160.0,220800.0
D33466,2019-04-24,S12467,北区,黑龙江,哈尔滨市,X034,1397.0,182.0,254254.0
D33290,2019-04-06,S11446,东区,上海市,上海市,X019,2054.0,210.0,431340.0
D28227,2019-04-03,S14664,北区,山东,临沂市,X019,763.0,210.0,160230.0
D31136,2019-07-28,S16639,北区,河南,郑州市,X057,2379.0,245.0,582855.0
D26720,2019-07-27,S17559,南区,广东,深圳市,X064,1025.0,150.0,153750.0
D29373,2019-06-20,S10580,东区,安徽,宿州市,X005,1281.0,185.0,236985.0
D29889,2019-01-11,S22854,东区,江苏,苏州市,X013,847.0,164.0,138908.0
D32724,2019-04-03,S14106,东区,江苏,常州市,X007,1322.0,213.0,281586.0
D32681,2019-06-02,S21324,东区,江苏,泰州市,X020,654.0,100.0,65400.0
D33114,2019-09-12,S16548,南区,江西,南昌市,X041,315.0,212.0,66780.0
D29554,2019-05-20,S19533,东区,湖北,荆门市,X068,107.0,225.0,24075.0
D22052,2019-08-27,S15128,东区,江苏,南通市,X022,128.0,158.0,20224.0
D24226,2019-05-19,S15103,东区,浙江,湖州市,X045,688.0,205.0,141040.0
D22076,2019-05-17,S22391,东区,浙江,台州市,X049,9.0,226.0,2034.0
D32523,2019-09-14,S14376,西区,新疆,哈密地区,X080,745.0,72.0,53640.0
D27049,2019-09-29,S16709,南区,福建,泉州市,X017,514.0,213.0,109482.0
D26975,2019-07-18,S23144,东区,安徽,阜阳市,X071,123.0,253.0,31119.0
D24250,2019-09-22,S20740,北区,河北,廊坊市,X089,1098.0,104.0,114192.0
D27726,2019-05-11,S11024,西区,四川,成都市,X051,521.0,203.0,105763.0
D21776,2019-09-16,S17675,东区,江苏,苏州市,X055,860.0,222.0,190920.0
D32435,2019-02-16,S15604,东区,浙江,衢州市,X091,802.0,214.0,171628.0
D24861,2019-09-23,S13734,北区,山东,德州市,X049,733.0,226.0,165658.0
D22038,2019-07-08,S22773,东区,江苏,苏州市,X007,339.0,213.0,72207.0
D23681,2019-04-14,S21365,南区,湖南,永州市,X038,606.0,102.0,61812.0
D32816,2019-05-30,S20837,南区,福建,泉州市,X089,1134.0,104.0,117936.0
D24848,2019-09-08,S17389,北区,辽宁,沈阳市,X034,187.0,182.0,34034.0
D23704,2019-07-29,S12196,南区,广东,东莞市,X004,991.0,211.0,209101.0
D21085,2019-04-26,S22188,东区,上海市,上海市,X050,1508.0,143.0,215644.0
D29482,2019-07-21,S20342,北区,山东,菏泽市,X048,724.0,61.0,44164.0
D30071,2019-04-05,S20442,南区,广东,江门市,X033,1804.0,177.0,319308.0
D28249,2019-08-02,S19718,西区,陕西,咸阳市,X072,765.0,62.0,47430.0
D32495,2019-08-22,S15501,东区,安徽,亳州市,X017,1819.0,213.0,387447.0
D21579,2019-06-21,S15732,南区,广西,贺州市,X019,844.0,210.0,177240.0
D30648,2019-01-27,S19577,北区,山东,青岛市,X069,850.0,251.0,213350.0
D32018,2019-04-02,S14106,东区,江苏,常州市,X088,233.0,125.0,29125.0
D26173,2019-07-03,S17309,东区,安徽,合肥市,X064,1580.0,150.0,237000.0
D22390,2019-06-21,S10286,南区,福建,莆田市,X054,823.0,83.0,68309.0
D22039,2019-05-24,S17439,南区,江西,南昌市,X004,899.0,211.0,189689.0
D29633,2019-09-08,S10996,东区,浙江,宁波市,X005,892.0,185.0,165020.0
D30462,2019-08-11,S22126,东区,江苏,无锡市,X004,919.0,211.0,193909.0
D24848,2019-09-08,S17389,北区,辽宁,沈阳市,X070,1589.0,242.0,384538.0
D22581,2019-02-22,S16286,东区,江苏,南通市,X068,985.0,225.0,221625.0
D23673,2019-08-15,S13287,西区,重庆市,重庆市,X055,1062.0,222.0,235764.0
D27062,2019-09-17,S10781,西区,甘肃,武威市,X018,180.0,212.0,38160.0
D30440,2019-07-03,S10604,西区,四川,南充市,X044,658.0,174.0,114492.0
D29176,2019-08-17,S10606,西区,四川,绵阳市,X038,1060.0,102.0,108120.0
D22564,2019-02-06,S10397,东区,江苏,常州市,X014,952.0,86.0,81872.0
D24745,2019-05-14,S10576,东区,浙江,舟山市,X030,1609.0,237.0,381333.0
D30159,2019-04-30,S18419,东区,江苏,宿迁市,X030,2052.0,237.0,486324.0
D30749,2019-05-01,S13061,东区,浙江,宁波市,X049,1407.0,226.0,317982.0
D30954,2019-08-04,S12026,北区,河南,郑州市,X089,864.0,104.0,89856.0
D23042,2019-05-06,S21521,东区,上海市,上海市,X041,932.0,212.0,197584.0
D27291,2019-06-20,S18936,东区,浙江,宁波市,X020,76.0,100.0,7600.0
D31586,2019-04-05,S11401,南区,湖南,怀化市,X079,1650.0,128.0,211200.0
D22249,2019-08-24,S22123,西区,四川,广元市,X027,183.0,164.0,30012.0
D22556,2019-06-17,S19759,西区,贵州,黔东南州,X047,967.0,192.0,185664.0
D21264,2019-02-17,S18720,西区,贵州,贵阳市,X007,1354.0,213.0,288402.0
D29267,2019-04-06,S17378,北区,河北,石家庄市,X064,829.0,150.0,124350.0
D30832,2019-06-27,S19627,东区,浙江,嘉兴市,X072,913.0,62.0,56606.0
D21605,2019-08-04,S22813,西区,四川,成都市,X080,983.0,72.0,70776.0
D21665,2019-09-29,S21996,北区,河南,三门峡市,X059,487.0,56.0,27272.0
D33764,2019-09-10,S23249,北区,山东,烟台市,X040,672.0,142.0,95424.0
D27804,2019-02-15,S21827,东区,浙江,宁波市,X036,437.0,99.0,43263.0
D22391,2019-05-08,S13287,西区,重庆市,重庆市,X039,198.0,108.0,21384.0
D22557,2019-09-09,S19040,南区,广东,广州市,X005,278.0,185.0,51430.0
D22309,2019-07-03,S19579,东区,浙江,金华市,X017,605.0,213.0,128865.0
D30646,2019-02-03,S11674,东区,江苏,扬州市,X001,588.0,121.0,71148.0
D26098,2019-07-16,S21595,西区,四川,自贡市,X055,85.0,222.0,18870.0
D33177,2019-06-25,S20675,南区,湖南,永州市,X078,966.0,116.0,112056.0
D33647,2019-08-02,S18132,西区,云南,西双版纳傣族自治州,X049,1028.0,226.0,232328.0
D30045,2019-01-09,S17606,北区,北京市,北京市,X024,1077.0,235.0,253095.0
D25725,2019-01-18,S10451,东区,江苏,泰州市,X056,516.0,233.0,120228.0
D33658,2019-07-29,S15649,南区,湖南,衡阳市,X022,51.0,158.0,8058.0
D25724,2019-04-24,S17327,东区,江苏,常州市,X069,451.0,251.0,113201.0
D26773,2019-07-26,S15803,西区,贵州,黔东南州,X010,580.0,58.0,33640.0
D25190,2019-06-17,S15642,南区,湖南,长沙市,X097,538.0,56.0,30128.0
D26414,2019-05-14,S11385,西区,宁夏,石嘴山市,X068,1526.0,225.0,343350.0
D31016,2019-07-15,S17936,西区,陕西,宝鸡市,X037,1338.0,195.0,260910.0
D25293,2019-08-04,S17150,南区,江西,景德镇市,X036,1193.0,99.0,118107.0
D29725,2019-05-24,S17191,西区,重庆市,重庆市,X019,949.0,210.0,199290.0
D32863,2019-07-02,S16184,南区,广西,北海市,X075,272.0,126.0,34272.0
D27674,2019-02-11,S14362,东区,江苏,苏州市,X038,1729.0,102.0,176358.0
D23988,2019-05-29,S13067,东区,江苏,宿迁市,X047,1173.0,192.0,225216.0
D22395,2019-08-02,S18003,南区,福建,泉州市,X018,1363.0,212.0,288956.0
D28291,2019-04-07,S19309,南区,广东,深圳市,X019,1128.0,210.0,236880.0
D25027,2019-08-04,S14689,东区,江苏,无锡市,X075,907.0,126.0,114282.0
D22674,2019-01-23,S19684,西区,新疆,阿克苏地区,X080,1033.0,72.0,74376.0
D31003,2019-08-04,S20038,东区,江苏,常州市,X020,483.0,100.0,48300.0
D30905,2019-08-04,S14313,北区,河南,漯河市,X061,95.0,203.0,19285.0
D22720,2019-07-15,S14213,南区,广东,广州市,X040,1242.0,142.0,176364.0
D25199,2019-04-13,S19956,东区,浙江,绍兴市,X023,1170.0,235.0,274950.0
D27620,2019-04-16,S23249,北区,山东,烟台市,X044,562.0,174.0,97788.0
D23884,2019-08-01,S17651,南区,广东,佛山市,X101,1719.0,173.0,297387.0
D21761,2019-08-04,S20878,南区,海南,海南省直辖,X030,1342.0,237.0,318054.0
D27800,2019-07-31,S21595,西区,四川,自贡市,X100,1247.0,80.0,99760.0
D30349,2019-07-12,S15014,西区,重庆市,重庆市,X089,445.0,104.0,46280.0
D28738,2019-05-28,S15863,北区,辽宁,大连市,X023,664.0,235.0,156040.0
D28191,2019-07-12,S18979,东区,浙江,宁波市,X044,753.0,174.0,131022.0
D30459,2019-08-05,S14783,东区,江苏,苏州市,X064,469.0,150.0,70350.0
D28605,2019-06-25,S16649,南区,江西,南昌市,X040,125.0,142.0,17750.0
D25781,2019-04-22,S12688,北区,山东,莱芜市,X015,1296.0,151.0,195696.0
D31062,2019-07-09,S17602,北区,山东,枣庄市,X055,980.0,222.0,217560.0
D31293,2019-04-05,S16649,南区,江西,南昌市,X035,1257.0,76.0,95532.0
D21716,2019-08-04,S13871,南区,湖南,邵阳市,X041,287.0,212.0,60844.0
D24343,2019-09-24,S17864,东区,浙江,温州市,X020,421.0,100.0,42100.0
D22749,2019-04-12,S12675,西区,重庆市,重庆市,X076,933.0,115.0,107295.0
D25534,2019-07-10,S20417,东区,湖北,襄阳市,X085,1348.0,233.0,314084.0
D21847,2019-01-02,S11021,西区,贵州,贵阳市,X104,428.0,185.0,79180.0
D26900,2019-05-23,S19686,南区,福建,三明市,X016,53.0,99.0,5247.0
D23778,2019-08-02,S16055,南区,海南,三亚市,X062,863.0,239.0,206257.0
D25159,2019-07-19,S11368,东区,浙江,杭州市,X002,769.0,141.0,108429.0
D24887,2019-07-18,S22032,东区,江苏,苏州市,X003,234.0,168.0,39312.0
D28719,2019-08-04,S23002,东区,安徽,淮北市,X070,440.0,242.0,106480.0
D24274,2019-08-04,S10355,南区,江西,赣州市,X087,1159.0,86.0,99674.0
D22507,2019-06-11,S15600,南区,广东,广州市,X064,433.0,150.0,64950.0
D34104,2019-08-04,S12660,南区,江西,赣州市,X075,730.0,126.0,91980.0
D24560,2019-04-04,S18388,东区,江苏,南京市,X050,1116.0,143.0,159588.0
D30386,2019-06-06,S11104,北区,辽宁,抚顺市,X064,1026.0,150.0,153900.0
D30670,2019-05-10,S19493,南区,广西,南宁市,X023,427.0,235.0,100345.0
D33791,2019-04-20,S17229,北区,山西,大同市,X026,477.0,101.0,48177.0
D29855,2019-06-10,S14506,北区,河北,秦皇岛市,X013,1311.0,164.0,215004.0
D29969,2019-05-29,S21024,南区,湖南,邵阳市,X056,1194.0,233.0,278202.0
D32006,2019-06-10,S19095,东区,上海市,上海市,X029,1026.0,154.0,158004.0
